ticket_id,created_at,resolved_at,department,priority,status,issue_type,reporter,assignee,title,description,duration_minutes,satisfaction_score
TKT202401010339,2024-02-09 00:00:00,2024-02-10 06:00:00,运维部,高,待处理,咨询,user_1058,agent_2001,工单标题340,这是工单340的详细描述内容,1800.0,
TKT202401010340,2024-05-07 00:00:00,2024-05-07 08:00:00,客服部,紧急,待处理,建议,user_1057,agent_2014,工单标题341,这是工单341的详细描述内容,480.0,4.0
TKT202401010341,2024-09-09 00:00:00,2024-09-11 00:00:00,财务部,紧急,已关闭,其他,user_1084,agent_2008,工单标题342,这是工单342的详细描述内容,2880.0,
TKT202401010342,2024-02-07 00:00:00,,运维部,中,待处理,功能异常,user_1044,agent_2006,工单标题343,这是工单343的详细描述内容,,2.0
TKT202401010343,2024-02-08 00:00:00,2024-02-10 22:00:00,客服部,中,待回访,其他,user_1062,agent_2001,工单标题344,这是工单344的详细描述内容,4200.0,2.0
TKT202401010344,2024-11-06 00:00:00,,客服部,中,处理中,数据错误,user_1053,agent_2018,工单标题345,这是工单345的详细描述内容,,5.0
TKT202401010345,2024-05-15 00:00:00,,客服部,紧急,已关闭,其他,user_1071,agent_2016,工单标题346,这是工单346的详细描述内容,,
TKT202401010346,2024-07-03 00:00:00,2024-07-03 00:00:00,运维部,低,处理中,功能异常,user_1004,agent_2007,工单标题347,这是工单347的详细描述内容,0.0,
TKT202401010347,2024-05-29 00:00:00,2024-05-29 10:00:00,客服部,中,已关闭,投诉,user_1063,agent_2009,工单标题348,这是工单348的详细描述内容,600.0,
TKT202401010348,2024-10-05 00:00:00,,财务部,中,处理中,投诉,user_1006,agent_2009,工单标题349,这是工单349的详细描述内容,,3.0
TKT202401010349,2024-04-25 00:00:00,2024-04-26 10:00:00,技术部,紧急,待处理,咨询,user_1070,agent_2014,工单标题350,这是工单350的详细描述内容,2040.0,5.0
TKT202401010350,2024-04-26 00:00:00,,财务部,低,待回访,投诉,user_1074,agent_2008,工单标题351,这是工单351的详细描述内容,,1.0
TKT202401010351,2024-07-21 00:00:00,2024-07-21 04:00:00,人力资源,高,待处理,投诉,user_1023,agent_2006,工单标题352,这是工单352的详细描述内容,240.0,2.0
TKT202401010352,2024-03-05 00:00:00,2024-03-05 05:00:00,市场部,低,处理中,性能问题,user_1077,agent_2009,工单标题353,这是工单353的详细描述内容,300.0,
TKT202401010353,2024-02-04 00:00:00,2024-02-04 11:00:00,财务部,中,已解决,需求变更,user_1059,agent_2001,工单标题354,这是工单354的详细描述内容,660.0,5.0
TKT202401010354,2024-10-27 00:00:00,2024-10-29 18:00:00,客服部,低,处理中,性能问题,user_1073,agent_2019,工单标题355,这是工单355的详细描述内容,3960.0,1.0
TKT202401010355,2024-02-24 00:00:00,2024-02-27 00:00:00,运维部,中,已关闭,权限问题,user_1050,agent_2016,工单标题356,这是工单356的详细描述内容,4320.0,4.0
TKT202401010356,2024-01-20 00:00:00,,技术部,低,待处理,建议,user_1043,agent_2008,工单标题357,这是工单357的详细描述内容,,
TKT202401010357,2024-08-31 00:00:00,2024-09-01 10:00:00,客服部,中,已解决,权限问题,user_1036,agent_2016,工单标题358,这是工单358的详细描述内容,2040.0,1.0
TKT202401010358,2024-04-26 00:00:00,2024-04-26 17:00:00,市场部,低,已解决,权限问题,user_1094,agent_2014,工单标题359,这是工单359的详细描述内容,1020.0,1.0
TKT202401010359,2024-04-06 00:00:00,,财务部,低,待回访,咨询,user_1008,agent_2017,工单标题360,这是工单360的详细描述内容,,1.0
TKT202401010360,2024-06-08 00:00:00,2024-06-10 16:00:00,人力资源,紧急,处理中,数据错误,user_1026,agent_2002,工单标题361,这是工单361的详细描述内容,3840.0,
TKT202401010361,2024-08-21 00:00:00,2024-08-21 06:00:00,市场部,高,已解决,咨询,user_1060,agent_2017,工单标题362,这是工单362的详细描述内容,360.0,
TKT202401010362,2024-03-04 00:00:00,,财务部,低,处理中,投诉,user_1076,agent_2018,工单标题363,这是工单363的详细描述内容,,
TKT202401010363,2024-03-24 00:00:00,2024-03-25 09:00:00,市场部,紧急,已解决,系统故障,user_1050,agent_2002,工单标题364,这是工单364的详细描述内容,1980.0,
TKT202401010364,2024-10-19 00:00:00,2024-10-20 03:00:00,市场部,高,处理中,权限问题,user_1084,agent_2014,工单标题365,这是工单365的详细描述内容,1620.0,1.0
TKT202401010365,2024-08-30 00:00:00,2024-08-30 16:00:00,人力资源,紧急,处理中,权限问题,user_1078,agent_2010,工单标题366,这是工单366的详细描述内容,960.0,3.0
TKT202401010366,2024-08-04 00:00:00,2024-08-06 00:00:00,财务部,中,处理中,投诉,user_1039,agent_2017,工单标题367,这是工单367的详细描述内容,2880.0,4.0
TKT202401010367,2024-10-26 00:00:00,,市场部,中,待回访,其他,user_1078,agent_2010,工单标题368,这是工单368的详细描述内容,,
TKT202401010368,2024-02-25 00:00:00,,运维部,中,已解决,权限问题,user_1084,agent_2010,工单标题369,这是工单369的详细描述内容,,
TKT202401010369,2024-09-21 00:00:00,2024-09-22 06:00:00,人力资源,低,已解决,性能问题,user_1093,agent_2001,工单标题370,这是工单370的详细描述内容,1800.0,3.0
TKT202401010370,2024-05-12 00:00:00,2024-05-14 05:00:00,市场部,紧急,待回访,其他,user_1025,agent_2011,工单标题371,这是工单371的详细描述内容,3180.0,2.0
TKT202401010371,2024-12-17 00:00:00,2024-12-19 20:00:00,财务部,中,待回访,权限问题,user_1022,agent_2018,工单标题372,这是工单372的详细描述内容,4080.0,
TKT202401010372,2024-02-19 00:00:00,,运维部,高,已解决,功能异常,user_1029,agent_2012,工单标题373,这是工单373的详细描述内容,,
TKT202401010373,2024-06-06 00:00:00,2024-06-08 05:00:00,运维部,中,已解决,其他,user_1038,agent_2015,工单标题374,这是工单374的详细描述内容,3180.0,4.0
TKT202401010374,2024-01-28 00:00:00,2024-01-28 09:00:00,技术部,紧急,已关闭,需求变更,user_1039,agent_2014,工单标题375,这是工单375的详细描述内容,540.0,
TKT202401010375,2024-03-18 00:00:00,2024-03-18 17:00:00,运维部,低,待回访,投诉,user_1019,agent_2011,工单标题376,这是工单376的详细描述内容,1020.0,2.0
TKT202401010376,2024-02-11 00:00:00,2024-02-13 14:00:00,技术部,中,待处理,系统故障,user_1058,agent_2009,工单标题377,这是工单377的详细描述内容,3720.0,
TKT202401010377,2024-03-27 00:00:00,2024-03-27 20:00:00,客服部,高,待回访,建议,user_1082,agent_2014,工单标题378,这是工单378的详细描述内容,1200.0,4.0
TKT202401010378,2024-07-15 00:00:00,,技术部,中,待处理,咨询,user_1097,agent_2017,工单标题379,这是工单379的详细描述内容,,
TKT202401010379,2024-12-12 00:00:00,2024-12-12 00:00:00,技术部,高,已解决,权限问题,user_1017,agent_2004,工单标题380,这是工单380的详细描述内容,0.0,
TKT202401010380,2024-10-28 00:00:00,,客服部,中,已解决,投诉,user_1094,agent_2017,工单标题381,这是工单381的详细描述内容,,3.0
TKT202401010381,2024-08-10 00:00:00,2024-08-10 17:00:00,财务部,中,处理中,性能问题,user_1052,agent_2001,工单标题382,这是工单382的详细描述内容,1020.0,
TKT202401010382,2024-03-08 00:00:00,2024-03-09 03:00:00,人力资源,高,待处理,咨询,user_1092,agent_2002,工单标题383,这是工单383的详细描述内容,1620.0,
TKT202401010383,2024-11-23 00:00:00,2024-11-24 08:00:00,人力资源,紧急,待回访,系统故障,user_1085,agent_2004,工单标题384,这是工单384的详细描述内容,1920.0,1.0
TKT202401010384,2024-01-25 00:00:00,2024-01-25 14:00:00,财务部,紧急,待回访,权限问题,user_1061,agent_2005,工单标题385,这是工单385的详细描述内容,840.0,
TKT202401010385,2024-12-17 00:00:00,2024-12-17 01:00:00,市场部,紧急,待回访,权限问题,user_1080,agent_2020,工单标题386,这是工单386的详细描述内容,60.0,4.0
TKT202401010386,2024-02-23 00:00:00,2024-02-25 17:00:00,客服部,中,待处理,功能异常,user_1064,agent_2007,工单标题387,这是工单387的详细描述内容,3900.0,3.0
TKT202401010387,2024-09-24 00:00:00,2024-09-25 01:00:00,财务部,中,处理中,系统故障,user_1071,agent_2016,工单标题388,这是工单388的详细描述内容,1500.0,4.0
TKT202401010388,2024-06-18 00:00:00,,市场部,紧急,待处理,其他,user_1086,agent_2016,工单标题389,这是工单389的详细描述内容,,
TKT202401010389,2024-02-16 00:00:00,,市场部,紧急,已解决,数据错误,user_1059,agent_2010,工单标题390,这是工单390的详细描述内容,,
TKT202401010390,2024-01-26 00:00:00,2024-01-26 12:00:00,客服部,中,已解决,咨询,user_1055,agent_2004,工单标题391,这是工单391的详细描述内容,720.0,
TKT202401010391,2024-01-24 00:00:00,2024-01-24 01:00:00,市场部,高,已解决,咨询,user_1057,agent_2020,工单标题392,这是工单392的详细描述内容,60.0,
TKT202401010392,2024-02-17 00:00:00,2024-02-18 23:00:00,技术部,紧急,已关闭,建议,user_1059,agent_2009,工单标题393,这是工单393的详细描述内容,2820.0,4.0
TKT202401010393,2024-08-03 00:00:00,,市场部,紧急,处理中,功能异常,user_1054,agent_2019,工单标题394,这是工单394的详细描述内容,,5.0
TKT202401010394,2024-12-13 00:00:00,,财务部,中,待回访,系统故障,user_1088,agent_2005,工单标题395,这是工单395的详细描述内容,,4.0
TKT202401010395,2024-02-27 00:00:00,2024-02-29 04:00:00,客服部,中,已解决,系统故障,user_1091,agent_2017,工单标题396,这是工单396的详细描述内容,3120.0,5.0
TKT202401010396,2024-10-16 00:00:00,2024-10-17 04:00:00,市场部,中,待回访,需求变更,user_1089,agent_2020,工单标题397,这是工单397的详细描述内容,1680.0,
TKT202401010397,2024-12-04 00:00:00,2024-12-05 07:00:00,市场部,低,处理中,需求变更,user_1079,agent_2002,工单标题398,这是工单398的详细描述内容,1860.0,
TKT202401010398,2024-03-21 00:00:00,2024-03-23 16:00:00,财务部,高,待处理,投诉,user_1042,agent_2008,工单标题399,这是工单399的详细描述内容,3840.0,
TKT202401010399,2024-05-22 00:00:00,2024-05-22 06:00:00,人力资源,低,已关闭,数据错误,user_1011,agent_2015,工单标题400,这是工单400的详细描述内容,360.0,5.0
TKT202401010400,2024-08-17 00:00:00,2024-08-17 11:00:00,财务部,中,待处理,投诉,user_1096,agent_2001,工单标题401,这是工单401的详细描述内容,660.0,
TKT202401010401,2024-07-30 00:00:00,2024-07-30 04:00:00,客服部,紧急,待回访,其他,user_1082,agent_2010,工单标题402,这是工单402的详细描述内容,240.0,5.0
TKT202401010402,2024-04-15 00:00:00,2024-04-17 10:00:00,运维部,紧急,处理中,投诉,user_1043,agent_2018,工单标题403,这是工单403的详细描述内容,3480.0,5.0
TKT202401010403,2024-08-30 00:00:00,2024-08-31 22:00:00,客服部,紧急,处理中,系统故障,user_1044,agent_2012,工单标题404,这是工单404的详细描述内容,2760.0,3.0
TKT202401010404,2024-10-07 00:00:00,2024-10-09 18:00:00,客服部,紧急,处理中,投诉,user_1018,agent_2014,工单标题405,这是工单405的详细描述内容,3960.0,
TKT202401010405,2024-11-08 00:00:00,,财务部,高,已关闭,数据错误,user_1092,agent_2011,工单标题406,这是工单406的详细描述内容,,
TKT202401010406,2024-07-31 00:00:00,2024-07-31 05:00:00,市场部,紧急,已关闭,投诉,user_1085,agent_2019,工单标题407,这是工单407的详细描述内容,300.0,2.0
TKT202401010407,2024-09-12 00:00:00,2024-09-12 00:00:00,客服部,低,待回访,投诉,user_1066,agent_2006,工单标题408,这是工单408的详细描述内容,0.0,2.0
TKT202401010408,2024-03-06 00:00:00,2024-03-06 13:00:00,人力资源,中,待回访,建议,user_1054,agent_2020,工单标题409,这是工单409的详细描述内容,780.0,2.0
TKT202401010409,2024-05-20 00:00:00,2024-05-22 02:00:00,运维部,低,处理中,性能问题,user_1053,agent_2020,工单标题410,这是工单410的详细描述内容,3000.0,5.0
TKT202401010410,2024-06-02 00:00:00,2024-06-04 22:00:00,市场部,高,处理中,数据错误,user_1080,agent_2010,工单标题411,这是工单411的详细描述内容,4200.0,2.0
TKT202401010411,2024-12-29 00:00:00,2024-12-29 22:00:00,市场部,中,待处理,咨询,user_1072,agent_2016,工单标题412,这是工单412的详细描述内容,1320.0,4.0
TKT202401010412,2024-12-11 00:00:00,,财务部,紧急,待回访,功能异常,user_1004,agent_2013,工单标题413,这是工单413的详细描述内容,,
TKT202401010413,2024-12-09 00:00:00,,技术部,中,已解决,性能问题,user_1008,agent_2010,工单标题414,这是工单414的详细描述内容,,
TKT202401010414,2024-10-04 00:00:00,2024-10-04 04:00:00,财务部,紧急,待回访,需求变更,user_1029,agent_2018,工单标题415,这是工单415的详细描述内容,240.0,
TKT202401010415,2024-09-18 00:00:00,2024-09-19 12:00:00,客服部,低,已关闭,建议,user_1088,agent_2011,工单标题416,这是工单416的详细描述内容,2160.0,1.0
TKT202401010416,2024-01-07 00:00:00,,财务部,高,已解决,其他,user_1070,agent_2020,工单标题417,这是工单417的详细描述内容,,
TKT202401010417,2024-04-09 00:00:00,2024-04-10 13:00:00,市场部,紧急,处理中,性能问题,user_1095,agent_2017,工单标题418,这是工单418的详细描述内容,2220.0,
TKT202401010418,2024-01-21 00:00:00,,运维部,高,处理中,其他,user_1033,agent_2001,工单标题419,这是工单419的详细描述内容,,
TKT202401010419,2024-12-29 00:00:00,,运维部,紧急,待回访,权限问题,user_1063,agent_2019,工单标题420,这是工单420的详细描述内容,,1.0
TKT202401010420,2024-12-28 00:00:00,2024-12-29 16:00:00,技术部,紧急,待回访,性能问题,user_1054,agent_2018,工单标题421,这是工单421的详细描述内容,2400.0,1.0
TKT202401010421,2024-06-27 00:00:00,2024-06-28 04:00:00,市场部,中,已解决,咨询,user_1038,agent_2007,工单标题422,这是工单422的详细描述内容,1680.0,5.0
TKT202401010422,2024-09-28 00:00:00,2024-09-30 12:00:00,市场部,紧急,待处理,咨询,user_1058,agent_2008,工单标题423,这是工单423的详细描述内容,3600.0,5.0
TKT202401010423,2024-11-14 00:00:00,2024-11-15 07:00:00,市场部,中,已关闭,功能异常,user_1050,agent_2009,工单标题424,这是工单424的详细描述内容,1860.0,3.0
TKT202401010424,2024-01-13 00:00:00,2024-01-15 18:00:00,运维部,低,已关闭,系统故障,user_1038,agent_2007,工单标题425,这是工单425的详细描述内容,3960.0,
TKT202401010425,2024-02-12 00:00:00,,人力资源,紧急,待处理,数据错误,user_1086,agent_2007,工单标题426,这是工单426的详细描述内容,,4.0
TKT202401010426,2024-02-23 00:00:00,2024-02-24 02:00:00,市场部,低,待处理,性能问题,user_1004,agent_2015,工单标题427,这是工单427的详细描述内容,1560.0,1.0
TKT202401010427,2024-02-14 00:00:00,,运维部,紧急,待回访,数据错误,user_1034,agent_2014,工单标题428,这是工单428的详细描述内容,,
TKT202401010428,2024-11-18 00:00:00,2024-11-20 03:00:00,客服部,低,待处理,需求变更,user_1001,agent_2020,工单标题429,这是工单429的详细描述内容,3060.0,
TKT202401010429,2024-10-26 00:00:00,2024-10-26 05:00:00,客服部,中,待回访,功能异常,user_1038,agent_2010,工单标题430,这是工单430的详细描述内容,300.0,3.0
TKT202401010430,2024-08-12 00:00:00,2024-08-14 00:00:00,市场部,紧急,已关闭,性能问题,user_1069,agent_2008,工单标题431,这是工单431的详细描述内容,2880.0,
TKT202401010431,2024-07-19 00:00:00,,市场部,高,已解决,咨询,user_1002,agent_2018,工单标题432,这是工单432的详细描述内容,,2.0
TKT202401010432,2024-03-04 00:00:00,,人力资源,低,待回访,需求变更,user_1011,agent_2010,工单标题433,这是工单433的详细描述内容,,
TKT202401010433,2024-06-25 00:00:00,2024-06-26 03:00:00,市场部,高,处理中,性能问题,user_1029,agent_2020,工单标题434,这是工单434的详细描述内容,1620.0,2.0
TKT202401010434,2024-02-28 00:00:00,2024-02-28 23:00:00,人力资源,紧急,待回访,投诉,user_1083,agent_2018,工单标题435,这是工单435的详细描述内容,1380.0,
TKT202401010435,2024-12-09 00:00:00,,技术部,低,已解决,咨询,user_1017,agent_2008,工单标题436,这是工单436的详细描述内容,,
TKT202401010436,2024-11-13 00:00:00,2024-11-13 08:00:00,运维部,低,已关闭,咨询,user_1079,agent_2010,工单标题437,这是工单437的详细描述内容,480.0,2.0
TKT202401010437,2024-10-16 00:00:00,2024-10-19 00:00:00,运维部,低,处理中,系统故障,user_1041,agent_2008,工单标题438,这是工单438的详细描述内容,4320.0,4.0
TKT202401010438,2024-05-21 00:00:00,,市场部,中,已关闭,投诉,user_1058,agent_2012,工单标题439,这是工单439的详细描述内容,,4.0
TKT202401010439,2024-10-09 00:00:00,,人力资源,紧急,已解决,性能问题,user_1069,agent_2007,工单标题440,这是工单440的详细描述内容,,
TKT202401010440,2024-11-16 00:00:00,2024-11-16 09:00:00,客服部,紧急,待回访,其他,user_1052,agent_2019,工单标题441,这是工单441的详细描述内容,540.0,
TKT202401010441,2024-01-19 00:00:00,,人力资源,低,处理中,咨询,user_1051,agent_2008,工单标题442,这是工单442的详细描述内容,,5.0
TKT202401010442,2024-05-28 00:00:00,2024-05-28 17:00:00,人力资源,紧急,已关闭,咨询,user_1065,agent_2001,工单标题443,这是工单443的详细描述内容,1020.0,5.0
TKT202401010443,2024-12-16 00:00:00,2024-12-16 21:00:00,技术部,低,处理中,性能问题,user_1073,agent_2019,工单标题444,这是工单444的详细描述内容,1260.0,2.0
TKT202401010444,2024-09-04 00:00:00,,财务部,高,待处理,权限问题,user_1048,agent_2008,工单标题445,这是工单445的详细描述内容,,
TKT202401010445,2024-04-15 00:00:00,2024-04-17 18:00:00,运维部,低,已关闭,投诉,user_1006,agent_2002,工单标题446,这是工单446的详细描述内容,3960.0,3.0
TKT202401010446,2024-02-22 00:00:00,2024-02-24 18:00:00,运维部,中,待回访,需求变更,user_1073,agent_2006,工单标题447,这是工单447的详细描述内容,3960.0,
TKT202401010447,2024-07-12 00:00:00,2024-07-13 22:00:00,客服部,中,已关闭,数据错误,user_1067,agent_2013,工单标题448,这是工单448的详细描述内容,2760.0,
TKT202401010448,2024-06-25 00:00:00,2024-06-27 14:00:00,人力资源,紧急,待回访,性能问题,user_1057,agent_2006,工单标题449,这是工单449的详细描述内容,3720.0,
TKT202401010449,2024-09-20 00:00:00,,技术部,高,已解决,其他,user_1092,agent_2004,工单标题450,这是工单450的详细描述内容,,4.0
TKT202401010450,2024-06-18 00:00:00,2024-06-18 14:00:00,财务部,低,处理中,其他,user_1021,agent_2014,工单标题451,这是工单451的详细描述内容,840.0,
TKT202401010451,2024-01-23 00:00:00,2024-01-23 16:00:00,技术部,高,待回访,系统故障,user_1074,agent_2005,工单标题452,这是工单452的详细描述内容,960.0,
TKT202401010452,2024-05-12 00:00:00,2024-05-12 23:00:00,财务部,紧急,已解决,功能异常,user_1028,agent_2015,工单标题453,这是工单453的详细描述内容,1380.0,4.0
TKT202401010453,2024-09-03 00:00:00,,财务部,高,待回访,性能问题,user_1080,agent_2017,工单标题454,这是工单454的详细描述内容,,
TKT202401010454,2024-12-17 00:00:00,2024-12-18 19:00:00,人力资源,紧急,处理中,建议,user_1050,agent_2005,工单标题455,这是工单455的详细描述内容,2580.0,
TKT202401010455,2024-04-13 00:00:00,2024-04-15 18:00:00,人力资源,低,处理中,其他,user_1013,agent_2006,工单标题456,这是工单456的详细描述内容,3960.0,5.0
TKT202401010456,2024-11-03 00:00:00,2024-11-03 04:00:00,人力资源,紧急,待处理,投诉,user_1085,agent_2005,工单标题457,这是工单457的详细描述内容,240.0,5.0
TKT202401010457,2024-01-01 00:00:00,2024-01-03 07:00:00,运维部,紧急,待回访,建议,user_1030,agent_2016,工单标题458,这是工单458的详细描述内容,3300.0,4.0
TKT202401010458,2024-06-28 00:00:00,2024-06-28 12:00:00,运维部,低,处理中,功能异常,user_1037,agent_2020,工单标题459,这是工单459的详细描述内容,720.0,4.0
TKT202401010459,2024-05-11 00:00:00,,市场部,紧急,待回访,需求变更,user_1016,agent_2017,工单标题460,这是工单460的详细描述内容,,
TKT202401010460,2024-12-01 00:00:00,2024-12-02 02:00:00,运维部,低,已解决,功能异常,user_1020,agent_2014,工单标题461,这是工单461的详细描述内容,1560.0,3.0
TKT202401010461,2024-05-13 00:00:00,2024-05-15 20:00:00,运维部,中,已关闭,数据错误,user_1053,agent_2018,工单标题462,这是工单462的详细描述内容,4080.0,4.0
TKT202401010462,2024-04-01 00:00:00,2024-04-02 23:00:00,财务部,中,已解决,其他,user_1045,agent_2013,工单标题463,这是工单463的详细描述内容,2820.0,1.0
TKT202401010463,2024-04-27 00:00:00,2024-04-29 09:00:00,技术部,紧急,处理中,需求变更,user_1052,agent_2011,工单标题464,这是工单464的详细描述内容,3420.0,5.0
TKT202401010464,2024-12-22 00:00:00,,市场部,紧急,待处理,性能问题,user_1061,agent_2020,工单标题465,这是工单465的详细描述内容,,1.0
TKT202401010465,2024-05-14 00:00:00,2024-05-15 04:00:00,人力资源,紧急,已关闭,建议,user_1079,agent_2017,工单标题466,这是工单466的详细描述内容,1680.0,
TKT202401010466,2024-11-01 00:00:00,2024-11-01 07:00:00,技术部,低,已关闭,系统故障,user_1026,agent_2017,工单标题467,这是工单467的详细描述内容,420.0,
TKT202401010467,2024-01-18 00:00:00,2024-01-20 17:00:00,技术部,高,待处理,咨询,user_1031,agent_2001,工单标题468,这是工单468的详细描述内容,3900.0,1.0
TKT202401010468,2024-05-21 00:00:00,2024-05-23 03:00:00,财务部,低,待回访,数据错误,user_1067,agent_2001,工单标题469,这是工单469的详细描述内容,3060.0,1.0
TKT202401010469,2024-02-16 00:00:00,,人力资源,中,已解决,权限问题,user_1029,agent_2020,工单标题470,这是工单470的详细描述内容,,4.0
TKT202401010470,2024-07-25 00:00:00,,财务部,紧急,待回访,功能异常,user_1065,agent_2010,工单标题471,这是工单471的详细描述内容,,
TKT202401010471,2024-02-29 00:00:00,2024-03-02 17:00:00,人力资源,中,已关闭,建议,user_1073,agent_2016,工单标题472,这是工单472的详细描述内容,3900.0,3.0
TKT202401010472,2024-08-22 00:00:00,2024-08-24 10:00:00,客服部,低,待处理,权限问题,user_1009,agent_2013,工单标题473,这是工单473的详细描述内容,3480.0,2.0
TKT202401010473,2024-12-12 00:00:00,2024-12-13 05:00:00,财务部,中,待回访,需求变更,user_1002,agent_2009,工单标题474,这是工单474的详细描述内容,1740.0,
TKT202401010474,2024-02-17 00:00:00,2024-02-19 03:00:00,运维部,紧急,待回访,性能问题,user_1061,agent_2011,工单标题475,这是工单475的详细描述内容,3060.0,
TKT202401010475,2024-10-20 00:00:00,,市场部,高,已关闭,数据错误,user_1031,agent_2008,工单标题476,这是工单476的详细描述内容,,2.0
TKT202401010476,2024-04-27 00:00:00,2024-04-28 01:00:00,人力资源,中,处理中,功能异常,user_1016,agent_2003,工单标题477,这是工单477的详细描述内容,1500.0,4.0
TKT202401010477,2024-11-10 00:00:00,2024-11-10 00:00:00,人力资源,紧急,已关闭,咨询,user_1080,agent_2011,工单标题478,这是工单478的详细描述内容,0.0,5.0
TKT202401010478,2024-05-20 00:00:00,,人力资源,中,已关闭,数据错误,user_1097,agent_2019,工单标题479,这是工单479的详细描述内容,,
TKT202401010479,2024-09-26 00:00:00,2024-09-28 06:00:00,人力资源,紧急,待回访,咨询,user_1051,agent_2006,工单标题480,这是工单480的详细描述内容,3240.0,1.0
TKT202401010480,2024-12-23 00:00:00,2024-12-25 18:00:00,市场部,紧急,待处理,数据错误,user_1049,agent_2019,工单标题481,这是工单481的详细描述内容,3960.0,
TKT202401010481,2024-07-04 00:00:00,,运维部,高,已解决,投诉,user_1079,agent_2011,工单标题482,这是工单482的详细描述内容,,
TKT202401010482,2024-09-12 00:00:00,,市场部,中,已解决,建议,user_1036,agent_2015,工单标题483,这是工单483的详细描述内容,,
TKT202401010483,2024-03-08 00:00:00,2024-03-09 05:00:00,市场部,中,处理中,需求变更,user_1056,agent_2013,工单标题484,这是工单484的详细描述内容,1740.0,
TKT202401010484,2024-03-17 00:00:00,2024-03-19 12:00:00,技术部,低,已关闭,性能问题,user_1081,agent_2017,工单标题485,这是工单485的详细描述内容,3600.0,3.0
TKT202401010485,2024-09-06 00:00:00,,人力资源,紧急,已关闭,功能异常,user_1089,agent_2006,工单标题486,这是工单486的详细描述内容,,
TKT202401010486,2024-05-10 00:00:00,2024-05-12 12:00:00,客服部,低,已解决,权限问题,user_1047,agent_2012,工单标题487,这是工单487的详细描述内容,3600.0,3.0
TKT202401010487,2024-06-25 00:00:00,2024-06-25 02:00:00,运维部,高,待回访,其他,user_1084,agent_2018,工单标题488,这是工单488的详细描述内容,120.0,
TKT202401010488,2024-05-25 00:00:00,2024-05-26 21:00:00,人力资源,低,已关闭,功能异常,user_1049,agent_2020,工单标题489,这是工单489的详细描述内容,2700.0,
TKT202401010489,2024-11-19 00:00:00,2024-11-19 18:00:00,市场部,中,已关闭,其他,user_1074,agent_2013,工单标题490,这是工单490的详细描述内容,1080.0,1.0
TKT202401010490,2024-02-10 00:00:00,2024-02-10 20:00:00,运维部,中,已解决,权限问题,user_1078,agent_2013,工单标题491,这是工单491的详细描述内容,1200.0,
TKT202401010491,2024-08-15 00:00:00,2024-08-16 22:00:00,人力资源,低,已关闭,性能问题,user_1024,agent_2001,工单标题492,这是工单492的详细描述内容,2760.0,
TKT202401010492,2024-04-30 00:00:00,2024-05-01 08:00:00,市场部,紧急,处理中,性能问题,user_1051,agent_2004,工单标题493,这是工单493的详细描述内容,1920.0,
TKT202401010493,2024-08-30 00:00:00,,财务部,紧急,待处理,权限问题,user_1080,agent_2005,工单标题494,这是工单494的详细描述内容,,
TKT202401010494,2024-07-18 00:00:00,,市场部,中,已关闭,性能问题,user_1017,agent_2017,工单标题495,这是工单495的详细描述内容,,1.0
TKT202401010495,2024-01-18 00:00:00,2024-01-19 21:00:00,运维部,低,已关闭,需求变更,user_1035,agent_2018,工单标题496,这是工单496的详细描述内容,2700.0,5.0
TKT202401010496,2024-03-31 00:00:00,2024-04-02 10:00:00,市场部,低,待回访,需求变更,user_1040,agent_2012,工单标题497,这是工单497的详细描述内容,3480.0,2.0
TKT202401010497,2024-02-15 00:00:00,2024-02-17 08:00:00,财务部,中,处理中,权限问题,user_1002,agent_2001,工单标题498,这是工单498的详细描述内容,3360.0,2.0
TKT202401010498,2024-06-25 00:00:00,2024-06-26 12:00:00,客服部,低,已关闭,权限问题,user_1002,agent_2014,工单标题499,这是工单499的详细描述内容,2160.0,5.0
TKT202401010499,2024-04-28 00:00:00,2024-04-28 00:00:00,技术部,低,待回访,建议,user_1051,agent_2008,工单标题500,这是工单500的详细描述内容,0.0,
TKT202401010500,2024-11-26 00:00:00,2024-11-28 01:00:00,技术部,中,待处理,建议,user_1081,agent_2008,工单标题501,这是工单501的详细描述内容,2940.0,5.0
TKT202401010501,2024-12-21 00:00:00,,市场部,中,已关闭,数据错误,user_1009,agent_2006,工单标题502,这是工单502的详细描述内容,,
TKT202401010502,2024-02-26 00:00:00,2024-02-28 10:00:00,运维部,低,处理中,咨询,user_1003,agent_2005,工单标题503,这是工单503的详细描述内容,3480.0,
TKT202401010503,2024-09-30 00:00:00,,客服部,中,已解决,性能问题,user_1092,agent_2015,工单标题504,这是工单504的详细描述内容,,2.0
TKT202401010504,2024-02-16 00:00:00,,技术部,中,已关闭,权限问题,user_1064,agent_2012,工单标题505,这是工单505的详细描述内容,,1.0
TKT202401010505,2024-06-18 00:00:00,2024-06-18 10:00:00,技术部,紧急,已解决,建议,user_1010,agent_2018,工单标题506,这是工单506的详细描述内容,600.0,2.0
TKT202401010506,2024-05-08 00:00:00,2024-05-10 00:00:00,客服部,高,已关闭,投诉,user_1032,agent_2002,工单标题507,这是工单507的详细描述内容,2880.0,
TKT202401010507,2024-02-18 00:00:00,2024-02-20 18:00:00,技术部,低,已关闭,权限问题,user_1042,agent_2006,工单标题508,这是工单508的详细描述内容,3960.0,1.0
