task_id,project_id,task_name,status,priority,assignee,start_date,due_date,progress,estimated_hours,actual_hours
TASK0032014,PRJ0032,任务14: 设计评审,待开始,低,dev_5041,2024-05-03,2024-07-31,49,156,67
TASK0032015,PRJ0032,任务15: 部署上线,取消,高,dev_5023,2024-10-27,2024-09-19,82,10,134
TASK0033001,PRJ0033,任务1: 测试验证,取消,低,dev_5049,2024-09-11,2024-04-15,17,155,116
TASK0033002,PRJ0033,任务2: 开发实现,取消,中,dev_5049,2024-06-20,2024-08-06,18,129,27
TASK0033003,PRJ0033,任务3: 文档编写,进行中,中,dev_5004,2024-11-16,2024-03-14,33,84,100
TASK0033004,PRJ0033,任务4: 部署上线,取消,中,dev_5023,2024-10-15,2024-10-04,78,15,154
TASK0033005,PRJ0033,任务5: 需求分析,阻塞,中,dev_5002,2024-10-20,2024-06-01,59,142,50
TASK0033006,PRJ0033,任务6: 需求分析,阻塞,高,dev_5028,2024-05-28,2024-07-26,92,92,128
TASK0033007,PRJ0033,任务7: 部署上线,取消,低,dev_5036,2024-09-12,2024-03-31,34,76,76
TASK0033008,PRJ0033,任务8: 测试验证,进行中,高,dev_5010,2024-09-28,2024-12-16,35,43,10
TASK0033009,PRJ0033,任务9: 部署上线,进行中,中,dev_5020,2024-10-26,2024-05-05,87,153,11
TASK0033010,PRJ0033,任务10: 部署上线,取消,高,dev_5044,2024-02-10,2024-03-14,17,17,46
TASK0033011,PRJ0033,任务11: 需求分析,已完成,低,dev_5007,2024-03-11,2024-11-26,87,137,90
TASK0033012,PRJ0033,任务12: 需求分析,进行中,中,dev_5033,2024-05-22,2024-01-17,41,82,27
TASK0033013,PRJ0033,任务13: 文档编写,阻塞,低,dev_5022,2024-03-25,2024-04-27,62,10,0
TASK0034001,PRJ0034,任务1: 部署上线,阻塞,中,dev_5031,2024-07-09,2024-02-09,78,21,11
TASK0034002,PRJ0034,任务2: 设计评审,进行中,高,dev_5047,2024-08-08,2024-01-14,60,69,73
TASK0034003,PRJ0034,任务3: 测试验证,取消,低,dev_5019,2024-05-02,2024-03-23,54,127,65
TASK0034004,PRJ0034,任务4: 部署上线,已完成,中,dev_5018,2024-11-21,2024-04-22,9,23,53
TASK0034005,PRJ0034,任务5: 设计评审,进行中,高,dev_5035,2024-12-05,2024-06-30,32,70,114
TASK0034006,PRJ0034,任务6: 文档编写,阻塞,中,dev_5016,2024-01-29,2024-07-01,70,95,137
TASK0034007,PRJ0034,任务7: 设计评审,待开始,低,dev_5028,2024-05-22,2024-06-23,77,115,139
TASK0034008,PRJ0034,任务8: 设计评审,进行中,中,dev_5014,2024-02-17,2024-03-10,87,28,38
TASK0034009,PRJ0034,任务9: 开发实现,已完成,低,dev_5033,2024-11-10,2024-09-23,25,51,52
TASK0034010,PRJ0034,任务10: 需求分析,阻塞,低,dev_5008,2024-05-16,2024-02-26,16,92,119
TASK0034011,PRJ0034,任务11: 需求分析,阻塞,中,dev_5004,2024-08-22,2024-09-12,79,55,76
TASK0034012,PRJ0034,任务12: 开发实现,已完成,中,dev_5048,2024-08-28,2024-06-15,83,120,17
TASK0034013,PRJ0034,任务13: 需求分析,进行中,高,dev_5024,2024-12-21,2024-07-31,67,132,53
TASK0034014,PRJ0034,任务14: 需求分析,待开始,高,dev_5020,2024-03-21,2024-07-17,37,89,153
TASK0034015,PRJ0034,任务15: 文档编写,阻塞,高,dev_5037,2024-05-23,2024-08-06,67,81,95
TASK0034016,PRJ0034,任务16: 部署上线,进行中,低,dev_5007,2024-01-07,2024-10-20,1,57,88
TASK0034017,PRJ0034,任务17: 部署上线,已完成,低,dev_5046,2024-08-31,2024-03-10,48,56,47
TASK0034018,PRJ0034,任务18: 文档编写,阻塞,中,dev_5003,2024-04-05,2024-09-08,81,26,155
TASK0034019,PRJ0034,任务19: 设计评审,阻塞,中,dev_5012,2024-02-26,2024-01-04,22,68,140
TASK0034020,PRJ0034,任务20: 测试验证,进行中,低,dev_5036,2024-01-16,2024-09-07,31,119,106
TASK0034021,PRJ0034,任务21: 文档编写,已完成,低,dev_5032,2024-01-22,2024-07-12,83,88,148
TASK0034022,PRJ0034,任务22: 文档编写,取消,高,dev_5047,2024-12-15,2024-11-18,14,152,103
TASK0034023,PRJ0034,任务23: 文档编写,已完成,高,dev_5048,2024-12-04,2024-12-30,30,96,105
TASK0034024,PRJ0034,任务24: 设计评审,进行中,低,dev_5022,2024-01-14,2024-03-29,9,27,30
TASK0034025,PRJ0034,任务25: 部署上线,阻塞,高,dev_5044,2024-01-23,2024-01-03,5,145,35
TASK0034026,PRJ0034,任务26: 设计评审,进行中,高,dev_5023,2024-04-30,2024-03-08,95,50,10
TASK0034027,PRJ0034,任务27: 部署上线,取消,高,dev_5037,2024-07-02,2024-07-15,98,20,135
TASK0034028,PRJ0034,任务28: 部署上线,取消,高,dev_5019,2024-08-05,2024-07-15,9,122,29
TASK0034029,PRJ0034,任务29: 需求分析,待开始,中,dev_5031,2024-10-01,2024-04-02,33,127,90
TASK0035001,PRJ0035,任务1: 部署上线,待开始,高,dev_5032,2024-04-08,2024-10-17,5,108,107
TASK0035002,PRJ0035,任务2: 开发实现,待开始,低,dev_5026,2024-09-20,2024-09-28,80,136,93
TASK0035003,PRJ0035,任务3: 测试验证,阻塞,高,dev_5012,2024-08-26,2024-04-10,15,116,5
TASK0035004,PRJ0035,任务4: 设计评审,已完成,高,dev_5010,2024-12-18,2024-06-05,43,11,100
TASK0035005,PRJ0035,任务5: 设计评审,进行中,低,dev_5030,2024-02-01,2024-12-19,88,97,39
TASK0035006,PRJ0035,任务6: 开发实现,待开始,低,dev_5028,2024-11-07,2024-05-11,99,88,110
TASK0035007,PRJ0035,任务7: 开发实现,阻塞,低,dev_5027,2024-07-12,2024-08-27,50,73,105
TASK0035008,PRJ0035,任务8: 部署上线,待开始,中,dev_5011,2024-12-31,2024-09-15,39,10,4
TASK0035009,PRJ0035,任务9: 需求分析,待开始,低,dev_5008,2024-04-18,2024-08-15,33,56,114
TASK0035010,PRJ0035,任务10: 部署上线,已完成,中,dev_5047,2024-02-19,2024-01-09,97,129,61
TASK0035011,PRJ0035,任务11: 部署上线,进行中,高,dev_5012,2024-03-16,2024-06-15,92,146,57
TASK0035012,PRJ0035,任务12: 设计评审,阻塞,中,dev_5050,2024-03-25,2024-11-24,93,44,53
TASK0035013,PRJ0035,任务13: 文档编写,进行中,中,dev_5022,2024-01-23,2024-02-29,43,78,30
TASK0035014,PRJ0035,任务14: 测试验证,阻塞,中,dev_5024,2024-08-24,2024-10-02,53,119,20
TASK0035015,PRJ0035,任务15: 需求分析,待开始,高,dev_5002,2024-06-28,2024-11-02,11,39,135
TASK0035016,PRJ0035,任务16: 测试验证,进行中,低,dev_5047,2024-05-17,2024-09-12,77,69,159
TASK0035017,PRJ0035,任务17: 设计评审,进行中,中,dev_5033,2024-12-06,2024-10-22,10,81,14
TASK0035018,PRJ0035,任务18: 设计评审,阻塞,低,dev_5042,2024-12-11,2024-07-18,28,30,81
TASK0035019,PRJ0035,任务19: 文档编写,已完成,低,dev_5023,2024-12-12,2024-09-26,6,12,128
TASK0035020,PRJ0035,任务20: 测试验证,已完成,中,dev_5050,2024-06-22,2024-08-23,42,33,54
TASK0035021,PRJ0035,任务21: 需求分析,取消,高,dev_5048,2024-10-09,2024-03-10,24,133,13
TASK0035022,PRJ0035,任务22: 文档编写,取消,中,dev_5018,2024-05-11,2024-07-17,68,89,4
TASK0035023,PRJ0035,任务23: 需求分析,进行中,低,dev_5035,2024-02-14,2024-05-05,64,101,76
TASK0036001,PRJ0036,任务1: 部署上线,已完成,高,dev_5040,2024-04-25,2024-03-23,51,79,82
TASK0036002,PRJ0036,任务2: 测试验证,待开始,高,dev_5031,2024-08-17,2024-05-07,29,132,9
TASK0036003,PRJ0036,任务3: 需求分析,待开始,中,dev_5024,2024-04-08,2024-07-24,5,96,75
TASK0036004,PRJ0036,任务4: 文档编写,取消,中,dev_5006,2024-04-04,2024-08-30,73,67,20
TASK0036005,PRJ0036,任务5: 文档编写,待开始,低,dev_5010,2024-07-17,2024-03-25,82,131,119
TASK0036006,PRJ0036,任务6: 开发实现,阻塞,低,dev_5039,2024-11-06,2024-12-26,78,8,111
TASK0036007,PRJ0036,任务7: 文档编写,待开始,中,dev_5008,2024-09-15,2024-08-10,78,107,2
TASK0036008,PRJ0036,任务8: 部署上线,已完成,中,dev_5026,2024-02-21,2024-02-13,94,150,47
TASK0037001,PRJ0037,任务1: 部署上线,进行中,高,dev_5046,2024-01-09,2024-09-03,40,136,110
TASK0037002,PRJ0037,任务2: 开发实现,进行中,中,dev_5036,2024-05-01,2024-01-12,74,134,82
TASK0037003,PRJ0037,任务3: 设计评审,进行中,低,dev_5025,2024-04-11,2024-02-27,33,156,34
TASK0037004,PRJ0037,任务4: 部署上线,取消,中,dev_5038,2024-02-18,2024-09-21,87,111,30
TASK0037005,PRJ0037,任务5: 文档编写,阻塞,中,dev_5042,2024-07-21,2024-10-06,55,63,64
TASK0037006,PRJ0037,任务6: 开发实现,已完成,低,dev_5025,2024-05-23,2024-12-07,87,51,44
TASK0037007,PRJ0037,任务7: 需求分析,阻塞,低,dev_5049,2024-10-20,2024-12-06,19,94,87
TASK0037008,PRJ0037,任务8: 部署上线,进行中,高,dev_5001,2024-04-11,2024-06-28,68,23,141
TASK0037009,PRJ0037,任务9: 测试验证,已完成,中,dev_5041,2024-05-05,2024-05-10,95,82,157
TASK0037010,PRJ0037,任务10: 需求分析,待开始,低,dev_5034,2024-06-27,2024-04-29,37,150,139
TASK0037011,PRJ0037,任务11: 设计评审,待开始,低,dev_5049,2024-04-05,2024-08-13,92,49,115
TASK0037012,PRJ0037,任务12: 测试验证,取消,高,dev_5019,2024-01-25,2024-09-11,74,56,35
TASK0037013,PRJ0037,任务13: 部署上线,待开始,低,dev_5006,2024-07-16,2024-12-05,60,30,125
TASK0037014,PRJ0037,任务14: 测试验证,待开始,高,dev_5001,2024-04-25,2024-05-25,5,52,13
TASK0037015,PRJ0037,任务15: 测试验证,进行中,中,dev_5005,2024-09-12,2024-06-08,40,124,66
TASK0037016,PRJ0037,任务16: 需求分析,阻塞,低,dev_5040,2024-02-03,2024-09-14,34,143,1
TASK0037017,PRJ0037,任务17: 需求分析,待开始,高,dev_5049,2024-01-08,2024-02-16,29,69,15
TASK0037018,PRJ0037,任务18: 文档编写,进行中,低,dev_5008,2024-05-21,2024-10-07,75,12,65
TASK0037019,PRJ0037,任务19: 需求分析,待开始,高,dev_5047,2024-05-06,2024-11-24,73,49,27
TASK0037020,PRJ0037,任务20: 开发实现,取消,低,dev_5005,2024-10-24,2024-03-17,59,133,37
TASK0037021,PRJ0037,任务21: 开发实现,已完成,高,dev_5042,2024-08-17,2024-12-29,53,81,82
TASK0037022,PRJ0037,任务22: 测试验证,待开始,低,dev_5047,2024-06-07,2024-08-06,71,154,25
TASK0038001,PRJ0038,任务1: 文档编写,取消,低,dev_5013,2024-04-15,2024-07-22,42,121,79
TASK0038002,PRJ0038,任务2: 测试验证,待开始,低,dev_5038,2024-02-23,2024-05-29,65,126,30
TASK0038003,PRJ0038,任务3: 部署上线,进行中,低,dev_5044,2024-11-07,2024-01-08,65,65,57
TASK0038004,PRJ0038,任务4: 部署上线,进行中,低,dev_5025,2024-06-26,2024-08-04,15,153,120
TASK0038005,PRJ0038,任务5: 部署上线,取消,中,dev_5035,2024-02-06,2024-03-10,48,111,105
TASK0038006,PRJ0038,任务6: 文档编写,取消,低,dev_5008,2024-07-16,2024-10-20,72,48,117
TASK0038007,PRJ0038,任务7: 测试验证,待开始,低,dev_5033,2024-11-20,2024-08-05,89,104,90
TASK0038008,PRJ0038,任务8: 测试验证,已完成,低,dev_5047,2024-08-05,2024-07-09,76,123,113
TASK0038009,PRJ0038,任务9: 文档编写,已完成,低,dev_5030,2024-09-08,2024-08-10,61,62,160
TASK0038010,PRJ0038,任务10: 部署上线,待开始,高,dev_5030,2024-06-11,2024-01-18,93,113,134
TASK0038011,PRJ0038,任务11: 设计评审,进行中,低,dev_5047,2024-05-07,2024-08-31,30,65,144
TASK0038012,PRJ0038,任务12: 设计评审,已完成,中,dev_5050,2024-05-24,2024-12-19,11,52,111
TASK0038013,PRJ0038,任务13: 测试验证,取消,低,dev_5026,2024-06-21,2024-08-17,6,122,62
TASK0038014,PRJ0038,任务14: 文档编写,取消,中,dev_5017,2024-07-25,2024-01-02,95,100,39
TASK0038015,PRJ0038,任务15: 需求分析,阻塞,高,dev_5009,2024-02-04,2024-05-07,27,8,85
TASK0038016,PRJ0038,任务16: 部署上线,阻塞,低,dev_5036,2024-10-25,2024-03-26,80,138,134
TASK0039001,PRJ0039,任务1: 设计评审,进行中,低,dev_5043,2024-06-26,2024-06-19,99,135,101
TASK0039002,PRJ0039,任务2: 部署上线,进行中,高,dev_5033,2024-09-24,2024-10-02,27,135,8
TASK0039003,PRJ0039,任务3: 测试验证,取消,低,dev_5038,2024-02-05,2024-12-21,86,10,106
TASK0039004,PRJ0039,任务4: 设计评审,进行中,低,dev_5043,2024-11-28,2024-02-12,44,80,57
TASK0039005,PRJ0039,任务5: 开发实现,已完成,低,dev_5006,2024-10-15,2024-09-08,39,124,0
TASK0040001,PRJ0040,任务1: 部署上线,已完成,低,dev_5048,2024-07-22,2024-09-06,15,36,112
TASK0040002,PRJ0040,任务2: 设计评审,已完成,低,dev_5034,2024-11-19,2024-06-10,74,104,61
TASK0040003,PRJ0040,任务3: 开发实现,进行中,中,dev_5024,2024-01-25,2024-11-11,32,34,106
TASK0040004,PRJ0040,任务4: 设计评审,阻塞,中,dev_5012,2024-05-16,2024-01-06,64,105,41
TASK0040005,PRJ0040,任务5: 部署上线,阻塞,高,dev_5006,2024-12-31,2024-05-06,18,33,95
TASK0040006,PRJ0040,任务6: 测试验证,阻塞,中,dev_5004,2024-02-02,2024-12-12,79,27,130
TASK0040007,PRJ0040,任务7: 测试验证,待开始,中,dev_5008,2024-01-04,2024-05-17,100,93,156
TASK0040008,PRJ0040,任务8: 部署上线,取消,高,dev_5046,2024-01-24,2024-08-31,10,140,155
TASK0040009,PRJ0040,任务9: 部署上线,待开始,高,dev_5012,2024-02-10,2024-05-04,13,150,149
TASK0040010,PRJ0040,任务10: 文档编写,阻塞,高,dev_5021,2024-01-18,2024-04-07,39,106,27
TASK0040011,PRJ0040,任务11: 文档编写,待开始,中,dev_5016,2024-05-31,2024-02-16,61,73,22
TASK0040012,PRJ0040,任务12: 开发实现,阻塞,中,dev_5024,2024-06-02,2024-06-16,10,54,63
TASK0040013,PRJ0040,任务13: 设计评审,已完成,中,dev_5038,2024-02-08,2024-07-31,96,85,158
TASK0040014,PRJ0040,任务14: 需求分析,已完成,低,dev_5027,2024-07-26,2024-04-09,3,58,97
TASK0040015,PRJ0040,任务15: 设计评审,进行中,低,dev_5027,2024-06-06,2024-09-17,51,93,4
TASK0040016,PRJ0040,任务16: 需求分析,阻塞,中,dev_5017,2024-04-16,2024-06-15,22,89,0
TASK0040017,PRJ0040,任务17: 需求分析,取消,高,dev_5027,2024-07-06,2024-04-28,50,74,118
TASK0040018,PRJ0040,任务18: 需求分析,阻塞,低,dev_5028,2024-11-10,2024-08-06,80,130,124
TASK0040019,PRJ0040,任务19: 部署上线,待开始,高,dev_5017,2024-02-03,2024-06-07,43,46,70
TASK0040020,PRJ0040,任务20: 开发实现,取消,中,dev_5018,2024-10-25,2024-02-03,87,88,55
TASK0040021,PRJ0040,任务21: 开发实现,待开始,低,dev_5002,2024-12-08,2024-05-15,25,97,19
TASK0040022,PRJ0040,任务22: 部署上线,已完成,高,dev_5025,2024-04-16,2024-11-02,19,73,103
TASK0040023,PRJ0040,任务23: 开发实现,待开始,高,dev_5010,2024-08-21,2024-02-13,6,16,76
TASK0040024,PRJ0040,任务24: 部署上线,取消,高,dev_5012,2024-08-07,2024-05-23,96,68,132
TASK0040025,PRJ0040,任务25: 开发实现,阻塞,低,dev_5002,2024-11-08,2024-10-14,12,155,40
TASK0041001,PRJ0041,任务1: 需求分析,已完成,高,dev_5039,2024-02-18,2024-07-15,27,69,145
TASK0041002,PRJ0041,任务2: 文档编写,进行中,低,dev_5016,2024-07-19,2024-03-06,40,157,56
TASK0041003,PRJ0041,任务3: 设计评审,取消,中,dev_5024,2024-09-07,2024-03-02,14,51,75
TASK0041004,PRJ0041,任务4: 部署上线,待开始,高,dev_5033,2024-04-18,2024-01-02,3,117,44
TASK0041005,PRJ0041,任务5: 设计评审,取消,高,dev_5033,2024-04-18,2024-12-01,79,51,68
TASK0041006,PRJ0041,任务6: 开发实现,待开始,中,dev_5032,2024-10-19,2024-02-15,63,123,102
TASK0041007,PRJ0041,任务7: 需求分析,取消,中,dev_5001,2024-09-08,2024-11-13,10,32,120
TASK0041008,PRJ0041,任务8: 设计评审,取消,高,dev_5016,2024-04-26,2024-12-26,41,152,31
TASK0041009,PRJ0041,任务9: 设计评审,进行中,中,dev_5014,2024-02-12,2024-07-10,31,98,110
TASK0041010,PRJ0041,任务10: 设计评审,取消,中,dev_5047,2024-03-11,2024-06-08,45,13,69
TASK0041011,PRJ0041,任务11: 文档编写,待开始,低,dev_5017,2024-02-23,2024-05-16,57,135,23
TASK0041012,PRJ0041,任务12: 测试验证,取消,高,dev_5035,2024-12-07,2024-11-08,68,52,19
TASK0041013,PRJ0041,任务13: 部署上线,进行中,中,dev_5019,2024-07-16,2024-10-07,20,32,102
TASK0041014,PRJ0041,任务14: 设计评审,阻塞,高,dev_5039,2024-09-06,2024-01-03,27,141,110
TASK0041015,PRJ0041,任务15: 文档编写,已完成,低,dev_5045,2024-12-03,2024-11-23,82,120,59
TASK0041016,PRJ0041,任务16: 设计评审,进行中,高,dev_5009,2024-03-11,2024-05-09,20,118,51
TASK0041017,PRJ0041,任务17: 测试验证,取消,低,dev_5014,2024-07-20,2024-09-19,95,28,40
TASK0041018,PRJ0041,任务18: 开发实现,已完成,高,dev_5019,2024-06-24,2024-03-10,66,132,138
TASK0041019,PRJ0041,任务19: 开发实现,阻塞,中,dev_5040,2024-01-04,2024-05-22,33,127,72
TASK0041020,PRJ0041,任务20: 文档编写,待开始,中,dev_5028,2024-06-08,2024-04-19,34,76,19
TASK0041021,PRJ0041,任务21: 需求分析,已完成,中,dev_5038,2024-06-02,2024-12-07,93,16,98
TASK0041022,PRJ0041,任务22: 文档编写,已完成,高,dev_5049,2024-06-28,2024-04-21,22,156,63
TASK0041023,PRJ0041,任务23: 文档编写,进行中,中,dev_5020,2024-05-17,2024-12-05,68,67,71
TASK0041024,PRJ0041,任务24: 文档编写,已完成,高,dev_5037,2024-10-27,2024-07-07,40,9,140
TASK0041025,PRJ0041,任务25: 文档编写,取消,中,dev_5031,2024-06-11,2024-05-15,63,42,139
TASK0042001,PRJ0042,任务1: 需求分析,已完成,低,dev_5029,2024-01-15,2024-08-07,54,53,88
TASK0042002,PRJ0042,任务2: 文档编写,待开始,高,dev_5046,2024-08-07,2024-03-29,23,14,76
TASK0042003,PRJ0042,任务3: 设计评审,阻塞,中,dev_5008,2024-05-12,2024-11-09,36,148,121
TASK0042004,PRJ0042,任务4: 设计评审,已完成,低,dev_5017,2024-10-26,2024-03-07,54,37,89
TASK0042005,PRJ0042,任务5: 设计评审,取消,低,dev_5044,2024-05-01,2024-01-03,41,116,140
TASK0042006,PRJ0042,任务6: 设计评审,待开始,低,dev_5004,2024-09-17,2024-03-30,2,129,128
TASK0042007,PRJ0042,任务7: 需求分析,取消,低,dev_5033,2024-04-03,2024-03-28,4,156,33
TASK0042008,PRJ0042,任务8: 开发实现,进行中,低,dev_5008,2024-01-03,2024-11-27,90,159,70
TASK0042009,PRJ0042,任务9: 设计评审,进行中,低,dev_5023,2024-12-13,2024-05-12,62,152,20
TASK0042010,PRJ0042,任务10: 设计评审,待开始,低,dev_5011,2024-09-07,2024-10-24,16,158,148
TASK0042011,PRJ0042,任务11: 需求分析,进行中,中,dev_5006,2024-01-12,2024-01-08,86,50,43
TASK0042012,PRJ0042,任务12: 测试验证,取消,低,dev_5009,2024-07-03,2024-08-25,73,154,131
TASK0042013,PRJ0042,任务13: 部署上线,进行中,中,dev_5040,2024-12-19,2024-12-07,32,62,43
TASK0042014,PRJ0042,任务14: 测试验证,待开始,高,dev_5012,2024-03-28,2024-06-02,6,149,1
TASK0042015,PRJ0042,任务15: 文档编写,阻塞,中,dev_5042,2024-01-17,2024-01-07,29,131,136
TASK0042016,PRJ0042,任务16: 需求分析,阻塞,高,dev_5023,2024-01-26,2024-07-13,69,91,37
TASK0042017,PRJ0042,任务17: 开发实现,阻塞,高,dev_5033,2024-09-18,2024-10-14,74,102,147
TASK0042018,PRJ0042,任务18: 设计评审,待开始,低,dev_5021,2024-02-29,2024-07-02,10,55,35
TASK0042019,PRJ0042,任务19: 文档编写,取消,中,dev_5025,2024-01-24,2024-01-12,73,157,159
TASK0042020,PRJ0042,任务20: 文档编写,阻塞,低,dev_5019,2024-10-22,2024-05-23,14,34,113
TASK0042021,PRJ0042,任务21: 需求分析,已完成,低,dev_5004,2024-04-30,2024-07-26,37,136,125
TASK0042022,PRJ0042,任务22: 设计评审,阻塞,高,dev_5045,2024-06-25,2024-11-10,86,13,27
TASK0042023,PRJ0042,任务23: 设计评审,已完成,低,dev_5037,2024-08-06,2024-09-16,35,141,52
TASK0042024,PRJ0042,任务24: 开发实现,进行中,低,dev_5009,2024-10-15,2024-12-16,88,121,138
TASK0042025,PRJ0042,任务25: 文档编写,阻塞,低,dev_5032,2024-02-08,2024-06-20,39,55,145
TASK0042026,PRJ0042,任务26: 文档编写,已完成,低,dev_5040,2024-10-31,2024-06-14,62,28,148
TASK0042027,PRJ0042,任务27: 开发实现,阻塞,低,dev_5042,2024-09-11,2024-01-27,5,127,22
TASK0042028,PRJ0042,任务28: 部署上线,待开始,低,dev_5042,2024-12-26,2024-01-25,29,101,48
TASK0042029,PRJ0042,任务29: 设计评审,阻塞,高,dev_5023,2024-11-15,2024-03-17,14,128,45
TASK0042030,PRJ0042,任务30: 设计评审,已完成,高,dev_5022,2024-11-19,2024-02-14,47,90,136
TASK0043001,PRJ0043,任务1: 部署上线,阻塞,中,dev_5016,2024-02-26,2024-12-03,83,77,56
TASK0043002,PRJ0043,任务2: 部署上线,阻塞,高,dev_5025,2024-02-26,2024-02-02,43,85,37
TASK0043003,PRJ0043,任务3: 需求分析,待开始,低,dev_5034,2024-09-13,2024-11-13,43,73,152
TASK0043004,PRJ0043,任务4: 文档编写,待开始,低,dev_5010,2024-12-29,2024-07-16,41,156,85
TASK0043005,PRJ0043,任务5: 需求分析,阻塞,高,dev_5015,2024-07-20,2024-11-30,49,116,78
TASK0043006,PRJ0043,任务6: 部署上线,待开始,中,dev_5015,2024-02-15,2024-04-21,100,123,67
TASK0043007,PRJ0043,任务7: 需求分析,待开始,低,dev_5006,2024-10-17,2024-10-06,7,37,27
TASK0043008,PRJ0043,任务8: 需求分析,阻塞,高,dev_5036,2024-03-25,2024-04-02,35,77,60
TASK0043009,PRJ0043,任务9: 设计评审,阻塞,中,dev_5050,2024-05-15,2024-10-18,93,88,20
TASK0043010,PRJ0043,任务10: 文档编写,取消,低,dev_5041,2024-12-02,2024-09-13,15,156,124
TASK0043011,PRJ0043,任务11: 部署上线,已完成,中,dev_5005,2024-08-18,2024-11-02,14,96,72
TASK0043012,PRJ0043,任务12: 设计评审,阻塞,低,dev_5036,2024-01-21,2024-11-24,27,77,93
TASK0043013,PRJ0043,任务13: 部署上线,已完成,低,dev_5039,2024-04-14,2024-01-15,36,77,12
TASK0043014,PRJ0043,任务14: 部署上线,待开始,低,dev_5005,2024-01-18,2024-01-03,53,158,83
TASK0043015,PRJ0043,任务15: 测试验证,取消,低,dev_5006,2024-11-04,2024-10-01,89,63,48
TASK0043016,PRJ0043,任务16: 设计评审,待开始,中,dev_5031,2024-10-28,2024-03-27,49,106,73
TASK0043017,PRJ0043,任务17: 需求分析,进行中,低,dev_5004,2024-08-16,2024-06-26,0,94,144
TASK0043018,PRJ0043,任务18: 部署上线,取消,高,dev_5042,2024-08-08,2024-05-22,2,140,29
TASK0043019,PRJ0043,任务19: 需求分析,阻塞,中,dev_5008,2024-01-30,2024-10-21,13,121,159
TASK0043020,PRJ0043,任务20: 测试验证,已完成,高,dev_5002,2024-06-15,2024-11-05,20,14,138
TASK0043021,PRJ0043,任务21: 测试验证,已完成,高,dev_5047,2024-09-12,2024-05-28,74,77,90
TASK0043022,PRJ0043,任务22: 文档编写,已完成,低,dev_5035,2024-04-10,2024-10-31,24,29,134
TASK0043023,PRJ0043,任务23: 开发实现,阻塞,中,dev_5047,2024-06-19,2024-05-11,72,70,65
TASK0043024,PRJ0043,任务24: 测试验证,取消,高,dev_5010,2024-07-29,2024-09-21,70,139,31
TASK0043025,PRJ0043,任务25: 需求分析,阻塞,低,dev_5041,2024-10-12,2024-07-11,90,69,45
TASK0043026,PRJ0043,任务26: 需求分析,待开始,低,dev_5030,2024-01-21,2024-11-17,27,13,125
TASK0043027,PRJ0043,任务27: 文档编写,取消,高,dev_5030,2024-08-04,2024-03-06,31,52,83
TASK0043028,PRJ0043,任务28: 开发实现,取消,低,dev_5008,2024-02-13,2024-11-27,94,37,42
TASK0044001,PRJ0044,任务1: 测试验证,阻塞,中,dev_5007,2024-07-04,2024-02-18,69,15,115
TASK0044002,PRJ0044,任务2: 部署上线,已完成,中,dev_5009,2024-05-14,2024-07-18,59,119,4
TASK0044003,PRJ0044,任务3: 需求分析,已完成,低,dev_5009,2024-06-25,2024-11-07,56,113,80
TASK0044004,PRJ0044,任务4: 测试验证,待开始,高,dev_5022,2024-05-11,2024-06-01,44,147,77
TASK0044005,PRJ0044,任务5: 测试验证,取消,低,dev_5023,2024-02-14,2024-10-31,50,24,65
TASK0044006,PRJ0044,任务6: 部署上线,取消,高,dev_5005,2024-12-03,2024-12-26,33,15,150
TASK0044007,PRJ0044,任务7: 需求分析,已完成,中,dev_5042,2024-06-02,2024-06-08,73,116,43
TASK0044008,PRJ0044,任务8: 文档编写,已完成,高,dev_5008,2024-08-03,2024-06-27,31,149,157
TASK0044009,PRJ0044,任务9: 测试验证,进行中,低,dev_5044,2024-01-25,2024-08-22,51,107,102
TASK0044010,PRJ0044,任务10: 测试验证,已完成,低,dev_5010,2024-05-11,2024-11-25,38,54,3
TASK0044011,PRJ0044,任务11: 设计评审,待开始,中,dev_5031,2024-10-28,2024-10-30,63,10,103
TASK0044012,PRJ0044,任务12: 开发实现,取消,高,dev_5007,2024-03-08,2024-05-22,47,22,121
TASK0044013,PRJ0044,任务13: 测试验证,取消,高,dev_5028,2024-04-24,2024-06-16,5,115,130
TASK0044014,PRJ0044,任务14: 需求分析,待开始,低,dev_5009,2024-03-15,2024-08-23,15,115,106
TASK0044015,PRJ0044,任务15: 设计评审,进行中,低,dev_5042,2024-04-27,2024-07-02,23,115,0
TASK0044016,PRJ0044,任务16: 需求分析,阻塞,低,dev_5029,2024-03-29,2024-08-01,43,93,129
TASK0044017,PRJ0044,任务17: 需求分析,进行中,高,dev_5028,2024-02-20,2024-04-07,42,74,34
TASK0044018,PRJ0044,任务18: 测试验证,待开始,高,dev_5043,2024-10-09,2024-03-06,27,59,33
TASK0044019,PRJ0044,任务19: 文档编写,待开始,高,dev_5011,2024-06-15,2024-12-16,28,19,70
TASK0044020,PRJ0044,任务20: 文档编写,阻塞,中,dev_5047,2024-06-07,2024-01-09,99,124,24
TASK0044021,PRJ0044,任务21: 部署上线,已完成,高,dev_5015,2024-02-27,2024-02-09,43,111,75
TASK0044022,PRJ0044,任务22: 文档编写,取消,高,dev_5021,2024-07-31,2024-03-31,94,150,117
TASK0044023,PRJ0044,任务23: 开发实现,进行中,低,dev_5007,2024-09-17,2024-05-12,69,68,60
